,reaction,direction,source,coenzyme,equation,reactants,products,reactant_gen,product_gen,generation,ec_list
8792,R11045,forward,KEGG,,2C00019 + C12318 => 2C00021 + C21073,2C00019 + C12318,2C00021 + C21073,48.0,49.0,48.5,
1733,R01556,forward,KEGG,,C00024 + C00208 => C00010 + C02130,C00024 + C00208,C00010 + C02130,48.0,49.0,48.5,
9252,R11671,forward,KEGG,,C00083 + C00024 => C05223,C00083 + C00024,C05223,48.0,49.0,48.5,
2236,R02047,reverse,KEGG,,C00349 + C00004 + C00080 => C01188 + C00003,C00349 + C00004 + C00080,C01188 + C00003,48.0,49.0,48.5,
1949,R01780,forward,KEGG,,C00091 + C01656 => C00042 + C00264,C00091 + C01656,C00042 + C00264,48.0,49.0,48.5,
5457,R06426_v1,forward,KEGG (Modified),PLP,C11909 + C00025 + Z00035 => C11910 + C00026 + Z00035,C11909 + C00025 + Z00035,C11910 + C00026 + Z00035,48.0,49.0,48.5,
934,R00830_v1,forward,KEGG (Modified),PLP,C00091 + C00037 + Z00035 => C00430 + C00010 + C00011 + Z00035,C00091 + C00037 + Z00035,C00430 + C00010 + C00011 + Z00035,48.0,49.0,48.5,
2346,R02152,forward,KEGG,,C00388 + C00024 => C05135 + C00010,C00388 + C00024,C05135 + C00010,48.0,49.0,48.5,
9288,R11708,forward,KEGG,,C00024 + C00001 + C02798 => C21613 + C00010,C00024 + C00001 + C02798,C21613 + C00010,48.0,49.0,48.5,
8727,R10967,forward,KEGG,,3C00083 => 3C00010 + 3C00011 + C02183,3C00083,3C00010 + 3C00011 + C02183,48.0,49.0,48.5,
2582,R02416,forward,KEGG,,C00223 + C00493 => C00010 + C02947,C00223 + C00493,C00010 + C02947,48.0,49.0,48.5,
5465,R06439,forward,KEGG,,2C00019 + C11925 => 2C00021 + 2C00080 + C11933,2C00019 + C11925,2C00021 + 2C00080 + C11933,48.0,49.0,48.5,
7142,R08983,forward,KEGG,,3C00223 + C00315 => 3C00010 + C18069,3C00223 + C00315,3C00010 + C18069,48.0,49.0,48.5,
4559,R04776,forward,KEGG,,C00025 + C05338 => C00010 + C05595,C00025 + C05338,C00010 + C05595,48.0,49.0,48.5,
4560,R04777,forward,KEGG,,C05338 + C00037 => C05596 + C00010,C05338 + C00037,C05596 + C00010,48.0,49.0,48.5,
5460,R06433,forward,KEGG,,C11928 => C11927,C11928,C11927,48.0,49.0,48.5,
4139,R04222,forward,KEGG,,C03442 + C01121 => C00363 + C04767,C03442 + C01121,C00363 + C04767,48.0,49.0,48.5,
9172,R11587,forward,KEGG,,C21488 + C00083 => C21452 + C00011 + C21488,C21488 + C00083,C21452 + C00011 + C21488,48.0,49.0,48.5,
9926,R12488_v1,reverse,KEGG (Modified),4Fe4S,C00223 + C00001 + Z00002 => C22205 + Z00002,C00223 + C00001 + Z00002,C22205 + Z00002,48.0,49.0,48.5,
7984,R10100_v1,forward,KEGG (Modified),"NAD/NADP, PLP",C00024 + C20359 + Z00032 + Z00035 => C00010 + C19725 + Z00032 + Z00035,C00024 + C20359 + Z00032 + Z00035,C00010 + C19725 + Z00032 + Z00035,48.0,49.0,48.5,
8335,R10500,forward,KEGG,,C00166 + C00024 + C00001 => C20653 + C00010,C00166 + C00024 + C00001,C20653 + C00010,48.0,49.0,48.5,
5561,R06584,forward,KEGG,,C00406 => C12203,C00406,C12203,48.0,49.0,48.5,
1398,R01213_v1,reverse,KEGG (Modified),"K, Mn",C00024 + C00141 + C00001 + Z00026 + Z00030 => C02504 + C00010 + Z00026 + Z00030,C00024 + C00141 + C00001 + Z00026 + Z00030,C02504 + C00010 + Z00026 + Z00030,48.0,49.0,48.5,
2908,R02765_v1,forward,KEGG (Modified),Co,C01213 + Z00006 => C00683 + Z00006,C01213 + Z00006,C00683 + Z00006,48.0,49.0,48.5,
7722,R09821,forward,KEGG,,2C00019 + C19947 => 2C00021 + C19948,2C00019 + C19947,2C00021 + C19948,48.0,49.0,48.5,
5269,R05772,forward,KEGG,,C00406 + C00001 => C07303,C00406 + C00001,C07303,48.0,49.0,48.5,
3273,R03153,forward,KEGG,,C00024 + C02614 => C00033 + C01011,C00024 + C02614,C00033 + C01011,48.0,49.0,48.5,
3274,R03154,forward,KEGG,,C00091 + C02614 => C00042 + C01011,C00091 + C02614,C00042 + C01011,48.0,49.0,48.5,
3737,R03727,forward,KEGG,,C00406 + C00879 => C00010 + C03156,C00406 + C00879,C00010 + C03156,48.0,49.0,48.5,
5270,R05773,reverse,KEGG,,C00755 + C00024 => C07303,C00755 + C00024,C07303,48.0,49.0,48.5,
8105,R10234,forward,KEGG,,C00223 + C00083 + C00001 => 2C00010 + 2C00011 + C12088,C00223 + C00083 + C00001,2C00010 + 2C00011 + C12088,48.0,49.0,48.5,
8721,R10960,forward,KEGG,,0C00083 => 0C00010 + 0C00011 + 2C00001 + C12366,0C00083,0C00010 + 0C00011 + 2C00001 + C12366,48.0,49.0,48.5,
1062,R00925_v1,reverse,KEGG (Modified),Mg,C00020 + C00013 + C00100 + Z00029 => C00002 + C00163 + C00010 + Z00029,C00020 + C00013 + C00100 + Z00029,C00002 + C00163 + C00010 + Z00029,48.0,49.0,48.5,
8104,R10233,forward,KEGG,,2C00223 + C00083 + C00001 => 3C00010 + 2C00011 + C17743,2C00223 + C00083 + C00001,3C00010 + 2C00011 + C17743,48.0,49.0,48.5,
3289,R03172_v1,forward,KEGG (Modified),"FAD, NAD/NADP",C15980 + C00028 + Z00032 + C15980 + C00028 + Z00013 => C03345 + C00030 + Z00032 + C03345 + C00030 + Z00013,C15980 + C00028 + Z00032 + C15980 + C00028 + Z00013,C03345 + C00030 + Z00032 + C03345 + C00030 + Z00013,48.0,49.0,48.5,
9342,R11773,forward,KEGG,,C00100 + C00042 => C00091 + C00163,C00100 + C00042,C00091 + C00163,48.0,49.0,48.5,
3867,R03903,forward,KEGG,,C00024 + C02265 => C00010 + C05620,C00024 + C02265,C00010 + C05620,48.0,49.0,48.5,
8346,R10514,forward,KEGG,,C00024 + C20638 => C00010 + C20672,C00024 + C20638,C00010 + C20672,48.0,49.0,48.5,
8108,R10238,forward,KEGG,,5C00083 => 5C00010 + 5C00011 + C20462 + C00001,5C00083,5C00010 + 5C00011 + C20462 + C00001,48.0,49.0,48.5,
6085,R07432,forward,KEGG,,C00223 + C00296 => C00010 + C12208,C00223 + C00296,C00010 + C12208,48.0,49.0,48.5,
9280,R11701,forward,KEGG,,C00024 + C01142 => C00010 + C21604,C00024 + C01142,C00010 + C21604,48.0,49.0,48.5,
9169,R11584,forward,KEGG,,3C00083 + C00630 => 4C00010 + 3C00011 + C07351,3C00083 + C00630,4C00010 + 3C00011 + C07351,48.0,49.0,48.5,
5549,R06568,forward,KEGG,,3C00083 + C00223 + C00005 + C00080 => 4C00010 + 3C00011 + C08650 + C00006 + C00001,3C00083 + C00223 + C00005 + C00080,4C00010 + 3C00011 + C08650 + C00006 + C00001,48.0,49.0,48.5,
7742,R09842,forward,KEGG,,C19961 + C00024 => C19971 + C00010,C19961 + C00024,C19971 + C00010,48.0,49.0,48.5,
1067,R00928,reverse,KEGG,,C00033 + C00100 => C00024 + C00163,C00033 + C00100,C00024 + C00163,48.0,49.0,48.5,
7267,R09255,forward,KEGG,,C00406 + C00179 => C00010 + C18325,C00406 + C00179,C00010 + C18325,48.0,49.0,48.5,
4081,R04150,forward,KEGG,,C03160 => C03657 + C00010,C03160,C03657 + C00010,48.0,49.0,48.5,
2377,R02191,forward,KEGG,,C00024 + C00405 => C00010 + C03135,C00024 + C00405,C00010 + C03135,48.0,49.0,48.5,
7345,R09419,forward,KEGG,,C00083 + C00040 => C00264 + C00010 + C00011,C00083 + C00040,C00264 + C00010 + C00011,48.0,49.0,48.5,
1066,R00927,forward,KEGG,,C00100 + C00024 => C00010 + C03344,C00100 + C00024,C00010 + C03344,48.0,49.0,48.5,
9510,R11958,forward,KEGG,,2C00040 + C00001 => 2C00010 + C21651,2C00040 + C00001,2C00010 + C21651,48.0,49.0,48.5,
5335,R05841,forward,KEGG,,C00582 + C00037 => C05598 + C00010,C00582 + C00037,C05598 + C00010,48.0,49.0,48.5,
2913,R02772_v1,reverse,KEGG (Modified),PLP,C11907 + C00025 + C00024 + Z00035 => C06018 + C00026 + C00010 + Z00035,C11907 + C00025 + C00024 + Z00035,C06018 + C00026 + C00010 + Z00035,48.0,49.0,48.5,
8325,R10485,forward,KEGG,,C00083 + C03912 + C00001 => C00010 + C17366 + C00011,C00083 + C03912 + C00001,C00010 + C17366 + C00011,48.0,49.0,48.5,
1063,R00925_v2,reverse,KEGG (Modified),Zn,C00020 + C00013 + C00100 + Z00054 => C00002 + C00163 + C00010 + Z00054,C00020 + C00013 + C00100 + Z00054,C00002 + C00163 + C00010 + Z00054,48.0,49.0,48.5,
4813,R05149,forward,KEGG,,2C00019 + C06319 => 2C00021 + C06408 + C00011,2C00019 + C06319,2C00021 + C06408 + C00011,31.0,67.0,49.0,
3089,R02963_v1,reverse,KEGG (Modified),"4Fe4S, FMN, Mg, Riboflavin",C00894 + C00001 + Z00040 + Z00002 + Z00014 + Z00029 => C00827 + Z00040 + Z00002 + Z00014 + Z00029,C00894 + C00001 + Z00040 + Z00002 + Z00014 + Z00029,C00827 + Z00040 + Z00002 + Z00014 + Z00029,49.0,49.0,49.0,
5948,R07262,forward,KEGG,,C15547 + C00001 => C03657 + C00010,C15547 + C00001,C03657 + C00010,49.0,49.0,49.0,
5949,R07262,reverse,KEGG,,C03657 + C00010 => C15547 + C00001,C03657 + C00010,C15547 + C00001,49.0,49.0,49.0,
7291,R09282,forward,KEGG,,C18323 + C00001 => C01011,C18323 + C00001,C01011,49.0,49.0,49.0,
6438,R08031,reverse,KEGG,,C16405 => C15525,C16405,C15525,49.0,49.0,49.0,
3170,R03031,reverse,KEGG,,C00877 => C02331,C00877,C02331,49.0,49.0,49.0,
7292,R09282,reverse,KEGG,,C01011 => C18323 + C00001,C01011,C18323 + C00001,49.0,49.0,49.0,
3898,R03937,reverse,KEGG,,C03058 => C02411 + C00001,C03058,C02411 + C00001,49.0,49.0,49.0,
9283,R11704_v1,forward,KEGG (Modified),Mg,C00096 + C21609 + Z00029 => C00035 + C21608 + Z00029,C00096 + C21609 + Z00029,C00035 + C21608 + Z00029,49.0,49.0,49.0,
3897,R03937,forward,KEGG,,C02411 + C00001 => C03058,C02411 + C00001,C03058,49.0,49.0,49.0,
4142,R04224_v1,reverse,KEGG (Modified),NAD/NADP,C06000 + Z00032 => C03460 + C00001 + Z00032,C06000 + Z00032,C03460 + C00001 + Z00032,49.0,49.0,49.0,
4141,R04224_v1,forward,KEGG (Modified),NAD/NADP,C03460 + C00001 + Z00032 => C06000 + Z00032,C03460 + C00001 + Z00032,C06000 + Z00032,49.0,49.0,49.0,
3088,R02963_v1,forward,KEGG (Modified),"4Fe4S, FMN, Mg, Riboflavin",C00827 + Z00040 + Z00002 + Z00014 + Z00029 => C00894 + C00001 + Z00040 + Z00002 + Z00014 + Z00029,C00827 + Z00040 + Z00002 + Z00014 + Z00029,C00894 + C00001 + Z00040 + Z00002 + Z00014 + Z00029,49.0,49.0,49.0,
1530,R01353_v1,reverse,KEGG (Modified),Mg,C00008 + C02876 + Z00029 + C00008 + C02876 + Z00029 => C00002 + C00163 + Z00029 + C00002 + C00163 + Z00029,C00008 + C02876 + Z00029 + C00008 + C02876 + Z00029,C00002 + C00163 + Z00029 + C00002 + C00163 + Z00029,49.0,49.0,49.0,
6974,R08807,reverse,KEGG,,2C00010 + C17743 + C00011 => C17740 + C00223 + C00001,2C00010 + C17743 + C00011,C17740 + C00223 + C00001,49.0,49.0,49.0,
3169,R03031,forward,KEGG,,C02331 => C00877,C02331,C00877,49.0,49.0,49.0,
6973,R08807,forward,KEGG,,C17740 + C00223 + C00001 => 2C00010 + C17743 + C00011,C17740 + C00223 + C00001,2C00010 + C17743 + C00011,49.0,49.0,49.0,
9284,R11704_v1,reverse,KEGG (Modified),Mg,C00035 + C21608 + Z00029 => C00096 + C21609 + Z00029,C00035 + C21608 + Z00029,C00096 + C21609 + Z00029,49.0,49.0,49.0,
6709,R08423,reverse,KEGG,,C10157 + C00010 => C06181 + C00423 + C00512,C10157 + C00010,C06181 + C00423 + C00512,47.0,51.0,49.0,
1529,R01353_v1,forward,KEGG (Modified),Mg,C00002 + C00163 + Z00029 + C00002 + C00163 + Z00029 => C00008 + C02876 + Z00029 + C00008 + C02876 + Z00029,C00002 + C00163 + Z00029 + C00002 + C00163 + Z00029,C00008 + C02876 + Z00029 + C00008 + C02876 + Z00029,49.0,49.0,49.0,
1351,R01171,reverse,KEGG,,C00877 + C00004 + C00080 => C00136 + C00003,C00877 + C00004 + C00080,C00136 + C00003,49.0,50.0,49.5,
6977,R08810,forward,KEGG,,C17741 + C00406 + C00001 => 2C00010 + C10443 + C00011,C17741 + C00406 + C00001,2C00010 + C10443 + C00011,49.0,50.0,49.5,
3037,R02906,reverse,KEGG,,C04033 + C00005 + C00080 => C00779 + C00006,C04033 + C00005 + C00080,C00779 + C00006,49.0,50.0,49.5,
3919,R03968_v1,forward,KEGG (Modified),4Fe4S,C02504 + Z00002 => C02631 + C00001 + Z00002,C02504 + Z00002,C02631 + C00001 + Z00002,49.0,50.0,49.5,
6975,R08808,forward,KEGG,,C17740 + C00406 + C00001 => 2C00010 + C17742 + C00011,C17740 + C00406 + C00001,2C00010 + C17742 + C00011,49.0,50.0,49.5,
6976,R08809,forward,KEGG,,C17741 + C00223 + C00001 => 2C00010 + C17742 + C00011,C17741 + C00223 + C00001,2C00010 + C17742 + C00011,49.0,50.0,49.5,
6978,R08811,forward,KEGG,,C17743 => C17742,C17743,C17742,49.0,50.0,49.5,
5498,R06482,forward,KEGG,,5C02557 + 7C00083 + 9C00005 + 9C00080 + C00630 => 2C00011 + 3C00010 + 5C00001 + 9C00006 + C11953,5C02557 + 7C00083 + 9C00005 + 9C00080 + C00630,2C00011 + 3C00010 + 5C00001 + 9C00006 + C11953,49.0,50.0,49.5,
931,R00827_v1,forward,KEGG (Modified),Mg,C00019 + C00090 + Z00029 => C00021 + C01502 + Z00029,C00019 + C00090 + Z00029,C00021 + C01502 + Z00029,49.0,50.0,49.5,
10086,R12660,forward,KEGG,,3C00083 + 5C02557 + 7C00005 + 7C00080 => 8C00010 + 8C00011 + 4C00001 + 7C00006 + C15685,3C00083 + 5C02557 + 7C00005 + 7C00080,8C00010 + 8C00011 + 4C00001 + 7C00006 + C15685,49.0,50.0,49.5,
1593,R01422,reverse,KEGG,,C00020 + C00013 + C00512 => C00002 + C00180 + C00010,C00020 + C00013 + C00512,C00002 + C00180 + C00010,49.0,50.0,49.5,
2833,R02685_v1,reverse,KEGG (Modified),NAD/NADP,C00658 + C00001 + Z00032 => C00640 + Z00032,C00658 + C00001 + Z00032,C00640 + Z00032,49.0,50.0,49.5,
8122,R10248,forward,KEGG,,C20225 + C00005 + C00080 => C10453 + C00006 + C00033,C20225 + C00005 + C00080,C10453 + C00006 + C00033,49.0,50.0,49.5,
3855,R03884,reverse,KEGG,,C00033 + C02411 => C00024 + C02214,C00033 + C02411,C00024 + C02214,49.0,50.0,49.5,
70,R00036_v1,forward,KEGG (Modified),K,2C00430 + Z00026 => 2C00001 + C00931 + Z00026,2C00430 + Z00026,2C00001 + C00931 + Z00026,49.0,50.0,49.5,
71,R00036_v2,forward,KEGG (Modified),Mg,2C00430 + Z00029 => 2C00001 + C00931 + Z00029,2C00430 + Z00029,2C00001 + C00931 + Z00029,49.0,50.0,49.5,
72,R00036_v3,forward,KEGG (Modified),Na,2C00430 + Z00033 => 2C00001 + C00931 + Z00033,2C00430 + Z00033,2C00001 + C00931 + Z00033,49.0,50.0,49.5,
6882,R08681,forward,KEGG,,C17263 => C17264,C17263,C17264,49.0,50.0,49.5,
73,R00036_v4,forward,KEGG (Modified),Zn,2C00430 + Z00054 => 2C00001 + C00931 + Z00054,2C00430 + Z00054,2C00001 + C00931 + Z00054,49.0,50.0,49.5,
74,R00038_v1,forward,KEGG (Modified),Thiamine diphosphate,2C00479 + Z00047 => C02948 + Z00047,2C00479 + Z00047,C02948 + Z00047,49.0,50.0,49.5,
8163,R10301_v1,reverse,KEGG (Modified),Zn,C00058 + C06717 + C00004 + C00080 + Z00054 => C18235 + C00003 + C00001 + Z00054,C00058 + C06717 + C00004 + C00080 + Z00054,C18235 + C00003 + C00001 + Z00054,49.0,50.0,49.5,
8164,R10302,forward,KEGG,,C00067 + C06717 => C18235,C00067 + C06717,C18235,49.0,50.0,49.5,
7299,R09291,reverse,KEGG,,C00877 + C00011 + C00005 + C00080 => C18026 + C00006,C00877 + C00011 + C00005 + C00080,C18026 + C00006,49.0,50.0,49.5,
4520,R04725_v1,forward,KEGG (Modified),"FMN, Phosphopantetheine",C05223 + C00006 + Z00038 + C05223 + C00006 + Z00038 + C05223 + C00006 + Z00038 + Z00014 => C05758 + C00005 + C00080 + Z00038 + C05758 + C00005 + C00080 + Z00038 + C05758 + C00005 + C00080 + Z00038 + Z00014,C05223 + C00006 + Z00038 + C05223 + C00006 + Z00038 + C05223 + C00006 + Z00038 + Z00014,C05758 + C00005 + C00080 + Z00038 + C05758 + C00005 + C00080 + Z00038 + C05758 + C00005 + C00080 + Z00038 + Z00014,49.0,50.0,49.5,
9300,R11723,forward,KEGG,,C00002 + C00407 + C00332 => C00020 + C00013 + C08511 + C00010,C00002 + C00407 + C00332,C00020 + C00013 + C08511 + C00010,49.0,50.0,49.5,
932,R00827_v2,forward,KEGG (Modified),M2,C00019 + C00090 + Z00069 => C00021 + C01502 + Z00069,C00019 + C00090 + Z00069,C00021 + C01502 + Z00069,49.0,50.0,49.5,
6625,R08250,forward,KEGG,,C00024 + C07447 => C00010 + C16622,C00024 + C07447,C00010 + C16622,49.0,50.0,49.5,
8708,R10946,reverse,KEGG,,C05989 + C00409 => C20968,C05989 + C00409,C20968,49.0,50.0,49.5,
8911,R11206,forward,KEGG,,C21175 + C01197 => C10447 + C00323,C21175 + C01197,C10447 + C00323,49.0,50.0,49.5,
5746,R06941,reverse,KEGG,,C02232 + C00004 + C00080 => C14145 + C00003,C02232 + C00004 + C00080,C14145 + C00003,49.0,50.0,49.5,
4794,R05129,forward,KEGG,,C06181 + C00332 + C00001 => C06182 + C00010 + C00011,C06181 + C00332 + C00001,C06182 + C00010 + C00011,49.0,50.0,49.5,
8229,R10392_v2,forward,KEGG (Modified),Generic FeS,C16583 + Z00063 => C20581 + C00001 + Z00063,C16583 + Z00063,C20581 + C00001 + Z00063,49.0,50.0,49.5,
8228,R10392_v1,forward,KEGG (Modified),4Fe4S,C16583 + Z00002 => C20581 + C00001 + Z00002,C16583 + Z00002,C20581 + C00001 + Z00002,49.0,50.0,49.5,
8227,R10391_v2,forward,KEGG (Modified),Generic FeS,C16583 + Z00063 => C16597 + Z00063,C16583 + Z00063,C16597 + Z00063,49.0,50.0,49.5,
8226,R10391_v1,forward,KEGG (Modified),4Fe4S,C16583 + Z00002 => C16597 + Z00002,C16583 + Z00002,C16597 + Z00002,49.0,50.0,49.5,
9999,R12563,forward,KEGG,,C22252 => C22253,C22252,C22253,49.0,50.0,49.5,
2446,R02272_v1,forward,KEGG (Modified),PLP,C00430 + Z00035 => C03741 + Z00035,C00430 + Z00035,C03741 + Z00035,49.0,50.0,49.5,
2445,R02271_v1,forward,KEGG (Modified),PLP,C00430 + C00022 + Z00035 => C02800 + C00041 + Z00035,C00430 + C00022 + Z00035,C02800 + C00041 + Z00035,49.0,50.0,49.5,
500,R00410,reverse,KEGG,,C00042 + C00332 => C00091 + C00164,C00042 + C00332,C00091 + C00164,49.0,50.0,49.5,
8050,R10170_v1,reverse,KEGG (Modified),4Fe4S,C02504 + Z00002 => C04411 + Z00002,C02504 + Z00002,C04411 + Z00002,49.0,50.0,49.5,
8051,R10170_v2,reverse,KEGG (Modified),Generic FeS,C02504 + Z00063 => C04411 + Z00063,C02504 + Z00063,C04411 + Z00063,49.0,50.0,49.5,
8068,R10187,forward,KEGG,,C20357 + C00001 => C00015 + C20424,C20357 + C00001,C00015 + C20424,49.0,50.0,49.5,
3920,R03968_v2,forward,KEGG (Modified),Generic FeS,C02504 + Z00063 => C02631 + C00001 + Z00063,C02504 + Z00063,C02631 + C00001 + Z00063,49.0,50.0,49.5,
10055,R12620_v1,forward,KEGG (Modified),"4Fe4S, FAD, FMN",C00658 + C00006 + Z00002 + Z00014 + Z00013 => C22258 + C00005 + C00080 + Z00002 + Z00014 + Z00013,C00658 + C00006 + Z00002 + Z00014 + Z00013,C22258 + C00005 + C00080 + Z00002 + Z00014 + Z00013,49.0,50.0,49.5,
4908,R05298_v1,forward,KEGG (Modified),Co,C00479 + C00022 + Z00006 => C06762 + Z00006,C00479 + C00022 + Z00006,C06762 + Z00006,49.0,50.0,49.5,
5043,R05509,reverse,KEGG,,C00033 + C00894 => C00024 + C00511,C00033 + C00894,C00024 + C00511,49.0,50.0,49.5,
4909,R05298_v2,forward,KEGG (Modified),Mg,C00479 + C00022 + Z00029 => C06762 + Z00029,C00479 + C00022 + Z00029,C06762 + Z00029,49.0,50.0,49.5,
9723,R12254,forward,KEGG,,C03657 => C22039,C03657,C22039,49.0,50.0,49.5,
7650,R09738_v1,reverse,KEGG (Modified),Zn,C00877 + C00005 + C00080 + Z00054 => C00136 + C00006 + Z00054,C00877 + C00005 + C00080 + Z00054,C00136 + C00006 + Z00054,49.0,50.0,49.5,
5557,R06578_v1,forward,KEGG (Modified),M2,C12203 + C00019 + Z00069 => C00411 + C00021 + Z00069,C12203 + C00019 + Z00069,C00411 + C00021 + Z00069,49.0,50.0,49.5,
5558,R06578_v2,forward,KEGG (Modified),Mg,C12203 + C00019 + Z00029 => C00411 + C00021 + Z00029,C12203 + C00019 + Z00029,C00411 + C00021 + Z00029,49.0,50.0,49.5,
5559,R06578_v3,forward,KEGG (Modified),Zn,C12203 + C00019 + Z00054 => C00411 + C00021 + Z00054,C12203 + C00019 + Z00054,C00411 + C00021 + Z00054,49.0,50.0,49.5,
5560,R06583,reverse,KEGG,,C12203 + C00020 + C00013 => C05619 + C00010 + C00002,C12203 + C00020 + C00013,C05619 + C00010 + C00002,49.0,50.0,49.5,
7733,R09834,forward,KEGG,,C19971 + C00001 => C19972 + C00015,C19971 + C00001,C19972 + C00015,49.0,50.0,49.5,
8336,R10501,forward,KEGG,,C20653 => C20654,C20653,C20654,49.0,50.0,49.5,
3329,R03224_v1,reverse,KEGG (Modified),NAD/NADP,C01122 + C00001 + Z00032 => C01086 + Z00032,C01122 + C00001 + Z00032,C01086 + Z00032,49.0,50.0,49.5,
9343,R11774,reverse,KEGG,,C21651 + C00005 + C00080 => C21645 + C00006,C21651 + C00005 + C00080,C21645 + C00006,49.0,50.0,49.5,
4216,R04319_v1,forward,KEGG (Modified),"4Fe4S, FAD, FMN",C00658 + C00006 + Z00002 + Z00014 + Z00013 => C04512 + C00005 + C00080 + Z00002 + Z00014 + Z00013,C00658 + C00006 + Z00002 + Z00014 + Z00013,C04512 + C00005 + C00080 + Z00002 + Z00014 + Z00013,49.0,50.0,49.5,
2610,R02451_v2,forward,KEGG (Modified),"Mg, Generic FeS",2C00002 + 2C00001 + C00512 + C00138 + Z00063 + Z00029 => 2C00009 + 2C00008 + C06322 + C00139 + Z00063 + Z00029,2C00002 + 2C00001 + C00512 + C00138 + Z00063 + Z00029,2C00009 + 2C00008 + C06322 + C00139 + Z00063 + Z00029,49.0,50.0,49.5,
2611,R02451_v3,forward,KEGG (Modified),"4Fe4S, Mg",2C00002 + 2C00001 + C00512 + C00138 + Z00002 + Z00029 => 2C00009 + 2C00008 + C06322 + C00139 + Z00002 + Z00029,2C00002 + 2C00001 + C00512 + C00138 + Z00002 + Z00029,2C00009 + 2C00008 + C06322 + C00139 + Z00002 + Z00029,49.0,50.0,49.5,
5224,R05716_v1,forward,KEGG (Modified),FAD,2C06717 + C00006 + Z00013 => C11502 + C00005 + C00080 + Z00013,2C06717 + C00006 + Z00013,C11502 + C00005 + C00080 + Z00013,49.0,50.0,49.5,
5223,R05715_v1,forward,KEGG (Modified),FAD,2C06717 + C00003 + Z00013 => C11502 + C00004 + C00080 + Z00013,2C06717 + C00003 + Z00013,C11502 + C00004 + C00080 + Z00013,49.0,50.0,49.5,
765,R00664,forward,KEGG,,2C00512 + C00077 => 2C00010 + C03712,2C00512 + C00077,2C00010 + C03712,49.0,50.0,49.5,
7757,R09870,forward,KEGG,,C00019 + C03582 => C00021 + C20154,C00019 + C03582,C00021 + C20154,49.0,50.0,49.5,
7760,R09872,forward,KEGG,,2C00019 + C03582 => 2C00021 + C10287,2C00019 + C03582,2C00021 + C10287,49.0,50.0,49.5,
6412,R07991,forward,KEGG,,C15525 => C05631,C15525,C05631,49.0,50.0,49.5,
6413,R07992,forward,KEGG,,C16405 => C09756,C16405,C09756,49.0,50.0,49.5,
9133,R11542,forward,KEGG,,C21452 + C00001 => C21453 + C00010,C21452 + C00001,C21453 + C00010,49.0,50.0,49.5,
6415,R07994,forward,KEGG,,C08650 => C08578,C08650,C08578,49.0,50.0,49.5,
6731,R08470,forward,KEGG,,C12093 => C10722,C12093,C10722,49.0,50.0,49.5,
6088,R07437_v1,forward,KEGG (Modified),Zn,C05608 + C00005 + C00080 + Z00054 => C02646 + C00006 + Z00054,C05608 + C00005 + C00080 + Z00054,C02646 + C00006 + Z00054,49.0,50.0,49.5,
5586,R06628,forward,KEGG,,C12319 => C12320,C12319,C12320,49.0,50.0,49.5,
7042,R08881,forward,KEGG,,C21613 => C17941,C21613,C17941,49.0,50.0,49.5,
9792,R12343,reverse,KEGG,,C22087 + C00041 => C22091 + C00022,C22087 + C00041,C22091 + C00022,49.0,50.0,49.5,
4116,R04200_v1,reverse,KEGG (Modified),PLP,C03341 + C00014 + C00004 + C00080 + Z00035 => C03943 + C00001 + C00003 + Z00035,C03341 + C00014 + C00004 + C00080 + Z00035,C03943 + C00001 + C00003 + Z00035,49.0,50.0,49.5,
4117,R04201_v1,reverse,KEGG (Modified),PLP,C03341 + C00005 + C00014 + C00080 + Z00035 => C03943 + C00006 + C00001 + Z00035,C03341 + C00005 + C00014 + C00080 + Z00035,C03943 + C00006 + C00001 + Z00035,49.0,50.0,49.5,
5550,R06569,forward,KEGG,,C12203 + C00005 + C00080 => C12204 + C00010 + C00006,C12203 + C00005 + C00080,C12204 + C00010 + C00006,49.0,50.0,49.5,
4118,R04203,reverse,KEGG,,C03344 + C00004 + C00080 => C04405 + C00003,C03344 + C00004 + C00080,C04405 + C00003,49.0,50.0,49.5,
5499,R06483,forward,KEGG,,5C02557 + 7C00083 + 9C00005 + 9C00080 + C00630 => 2C00011 + 3C00010 + 6C00001 + 9C00006 + C11961,5C02557 + 7C00083 + 9C00005 + 9C00080 + C00630,2C00011 + 3C00010 + 6C00001 + 9C00006 + C11961,49.0,50.0,49.5,
8793,R11046,forward,KEGG,,C21073 => C21074,C21073,C21074,49.0,50.0,49.5,
8789,R11041,forward,KEGG,,C00019 + C11927 => C00021 + C21071,C00019 + C11927,C00021 + C21071,49.0,50.0,49.5,
5473,R06453,forward,KEGG,,6C02557 + 6C00005 + 6C00080 + C00083 => 7C00010 + 7C00011 + 6C00006 + C11989 + C00001,6C02557 + 6C00005 + 6C00080 + C00083,7C00010 + 7C00011 + 6C00006 + C11989 + C00001,49.0,50.0,49.5,
6294,R07829,reverse,KEGG,,C00877 => C16268,C00877,C16268,49.0,50.0,49.5,
9628,R12117,forward,KEGG,,3C00083 + C21913 => 4C00010 + 3C00011 + C00774,3C00083 + C21913,4C00010 + 3C00011 + C00774,49.0,50.0,49.5,
5461,R06434,forward,KEGG,,C11927 + C00005 + C00080 => C11920 + C00006,C11927 + C00005 + C00080,C11920 + C00006,49.0,50.0,49.5,
